v7,v8,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,bald,iperhver,ipisco,troende
1,1912,1,1,1,1,1,2,2,1,1,2,1,1,2,1,87,0,83,1
1,1949,1,2,2,1,2,2,2,2,2,2,1,2,2,2,50,4,12,1
2,1947,2,2,2,2,1,2,2,2,2,2,1,2,2,1,52,1,41,1
2,1946,2,2,2,2,1,2,2,2,2,2,2,2,2,2,53,2,41,2
1,1947,1,2,2,1,1,2,1,2,2,2,1,1,2,2,52,4,23,2
2,1967,2,2,2,1,2,2,2,2,2,2,1,2,2,2,32,3,34,2
1,1980,1,2,1,1,1,2,2,2,2,2,2,2,2,2,19,0,100,3
2,1937,2,2,1,1,2,1,2,2,2,2,2,2,2,1,62,1,41,1
2,1959,2,2,2,2,2,2,2,2,1,2,2,2,2,2,40,0,51,2
2,1934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,3,41,1
2,1947,2,2,2,1,2,2,2,2,2,2,1,2,2,2,52,3,41,2
2,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,1,24,1
1,1931,2,2,2,2,2,2,2,2,2,2,2,2,2,2,68,1,83,1
2,1978,2,2,2,2,2,2,2,2,2,2,1,2,2,2,21,1,91,2
2,1967,2,2,2,1,2,2,2,2,2,2,2,2,2,2,32,0,82,1
1,1936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,0,13,1
2,1975,2,2,2,1,2,2,1,2,1,2,1,2,2,2,24,0,82,1
1,1966,2,1,2,1,2,2,2,2,1,2,1,2,2,1,33,3,33,2
2,1963,2,2,1,1,1,2,2,2,2,2,1,2,2,1,36,4,13,2
1,1948,1,2,2,1,1,2,1,2,2,1,1,1,2,1,51,1,83,1
2,1956,2,2,2,2,1,2,2,2,2,2,1,2,2,2,43,3,13,1
2,1976,1,2,2,1,2,1,1,1,1,2,1,2,2,1,23,3,100,1
2,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40,0,23,1
2,1960,1,2,2,1,1,2,1,2,2,2,1,2,2,1,39,2,51,1
2,1961,2,2,2,2,1,2,2,2,2,2,2,2,2,2,38,0,100,1
2,1915,1,2,1,1,2,2,2,2,2,2,2,2,2,2,84,3,32,1
2,1971,2,2,2,2,1,2,2,2,2,2,1,2,2,2,28,3,32,1
2,1956,2,2,2,1,2,2,1,2,2,2,1,2,2,1,43,2,100,1
1,1973,2,2,2,2,2,2,2,2,2,2,1,2,2,2,26,0,83,2
2,1939,1,1,1,1,2,2,1,1,1,2,1,2,2,1,60,1,13,1
1,1933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,66,1,93,1
1,1976,2,2,2,2,2,1,2,2,2,2,1,2,2,2,23,1,71,1
1,1915,2,2,2,2,2,2,2,2,2,2,2,1,2,2,84,0,83,1
1,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,52,3,23,1
2,1946,2,2,2,1,2,2,2,2,2,2,1,2,2,2,53,1,12,3
2,1952,2,2,2,1,2,2,2,2,2,2,2,2,2,1,47,3,52,1
1,1967,1,2,2,1,2,2,2,2,2,2,1,1,2,2,32,0,82,1
2,1980,2,2,2,2,2,2,2,2,2,2,1,2,2,2,19,0,33,2
1,1967,2,2,2,2,1,2,2,2,2,2,1,2,2,2,32,1,13,1
1,1971,2,2,1,2,1,2,2,2,1,2,1,2,2,2,28,0,51,2
1,1960,2,2,2,1,1,2,2,2,2,2,1,2,2,2,39,3,21,2
2,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,1,100,2
1,1962,1,2,2,1,2,2,2,2,2,2,1,2,2,2,37,4,34,2
2,1942,2,2,2,2,2,2,1,2,2,2,1,2,2,2,57,1,51,2
2,1965,2,2,2,1,2,2,2,2,2,2,1,2,2,2,34,1,100,1
2,1972,2,2,2,2,1,2,2,2,2,2,1,2,2,2,27,3,51,1
2,1933,2,2,2,2,2,2,2,2,2,2,1,2,2,2,66,1,51,1
1,1965,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,3,21,2
2,1974,2,2,2,2,1,2,2,2,2,2,1,2,2,2,25,0,91,1
2,1974,2,2,2,2,2,2,2,2,2,2,1,2,2,2,25,3,100,1
1,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,1,93,1
1,1961,2,2,2,2,2,2,2,1,1,2,1,2,2,2,38,0,82,1
1,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,0,13,1
2,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,3,12,1
1,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,3,13,1
2,1935,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64,1,34,1
1,1965,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,1,91,1
2,1916,2,2,2,1,2,2,2,2,1,2,1,2,2,2,83,0,91,1
2,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57,0,51,1
1,1963,2,2,2,1,2,2,2,2,2,2,1,2,2,2,36,3,13,3
2,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53,3,52,3
2,1931,2,2,2,2,2,2,2,2,2,2,2,2,2,2,68,0,82,1
1,1955,2,2,2,1,1,2,2,2,2,1,2,2,2,2,44,4,12,2
1,1916,1,1,2,1,2,2,2,1,1,2,2,2,2,2,83,1,13,1
1,1970,2,2,2,2,1,2,2,2,2,2,1,2,2,2,29,1,93,1
2,1956,1,2,2,1,2,2,2,1,2,2,1,1,2,2,43,2,92,1
2,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,3,33,1
2,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,1,52,1
1,1936,2,2,2,2,2,2,2,1,2,2,1,2,2,2,63,0,71,1
2,1969,2,2,2,2,2,2,2,2,2,2,1,2,2,2,30,3,21,1
1,1968,2,2,2,1,1,2,2,2,2,2,1,2,2,2,31,4,31,1
1,1943,1,1,2,1,2,2,2,1,1,2,1,1,2,1,56,1,81,1
1,1963,2,2,2,2,2,2,2,1,1,2,2,2,2,2,36,1,21,1
2,1923,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,0,91,1
2,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,0,34,1
1,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,1,93,2
1,1965,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,3,12,2
1,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,1,33,1
2,1932,2,2,2,2,2,2,2,2,2,2,1,2,2,2,67,1,100,1
2,1947,2,2,2,2,2,2,2,1,2,2,2,2,2,2,52,0,91,1
1,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,1,54,1,72,1
1,1956,2,2,2,2,2,2,2,2,2,2,1,2,2,2,43,1,83,1
2,1979,2,2,2,2,2,2,2,2,2,2,1,2,2,2,20,0,52,1
1,1971,1,1,2,1,2,2,2,1,2,2,1,2,2,2,28,3,31,1
1,1954,1,2,2,1,2,2,2,2,2,2,1,2,2,2,45,3,33,3
2,1937,2,1,2,2,1,1,2,1,1,2,1,2,2,1,62,1,51,1
1,1977,2,2,2,1,2,1,2,2,2,2,2,2,2,2,22,3,100,1
1,1963,2,2,2,1,2,2,2,2,2,2,1,2,2,2,36,3,31,2
1,1965,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,3,12,2
2,1944,2,2,2,2,2,2,2,1,2,2,1,2,2,2,55,0,91,1
2,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,3,31,1
2,1949,2,2,2,1,1,2,2,2,2,2,1,2,2,2,50,0,91,1
2,1948,2,2,2,2,1,2,2,2,2,2,2,2,2,2,51,1,52,1
2,1915,2,2,2,1,2,1,2,2,2,2,2,2,2,2,84,0,13,1
2,1937,2,2,2,1,2,1,1,1,2,2,1,2,2,1,62,0,93,1
1,1957,2,2,2,2,2,2,2,2,2,2,1,2,2,1,42,4,23,1
2,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37,0,91,1
1,1950,2,2,2,2,2,2,2,2,2,2,1,2,2,2,49,1,23,1
2,1957,2,2,2,2,2,2,2,1,2,2,1,2,2,2,42,2,41,1
1,1918,2,2,2,2,2,2,2,1,2,2,2,2,2,2,81,1,61,1
2,1950,1,2,2,1,2,2,2,2,2,2,2,1,2,2,49,3,23,1
2,1922,1,2,2,1,2,2,2,2,2,2,2,2,2,2,77,0,91,1
2,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,0,51,1
1,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,3,23,1
2,1947,2,2,2,2,2,2,2,2,2,2,2,2,1,1,52,0,51,1
2,1952,1,1,2,1,2,2,2,1,1,2,1,2,2,2,47,1,92,1
1,1967,2,2,2,1,2,2,1,2,2,2,1,2,2,2,32,2,34,3
2,1916,2,2,2,2,2,2,2,2,2,2,1,2,2,2,83,1,41,1
1,1923,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,1,51,1
1,1918,2,1,1,1,2,2,2,1,2,1,1,1,2,2,81,1,74,1
1,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39,0,82,1
2,1936,2,2,2,2,2,2,2,2,2,2,1,2,2,2,63,0,92,1
2,1949,1,2,2,2,2,2,2,2,2,2,2,2,2,2,50,0,82,2
1,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37,0,83,1
1,1940,1,2,2,1,2,2,2,2,2,2,2,2,2,2,59,0,83,1
2,1925,1,2,2,2,2,2,2,2,1,2,2,2,2,2,74,0,81,1
2,1957,1,2,2,1,2,2,2,2,2,2,1,2,2,2,42,1,81,1
2,1944,2,2,2,1,2,2,1,2,2,2,1,2,2,2,55,4,34,1
1,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,1,83,1
2,1938,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,0,51,1
1,1934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,0,93,2
1,1926,1,1,2,1,2,2,2,1,1,2,1,1,2,1,73,0,61,1
1,1940,2,2,2,2,2,2,2,2,2,2,1,2,2,2,59,3,21,1
2,1969,2,2,2,1,2,2,2,2,2,2,2,2,2,2,30,3,34,1
1,1964,2,2,2,1,2,2,1,1,2,2,1,2,2,2,35,1,13,2
1,1962,2,2,2,2,1,2,2,2,2,2,1,2,2,2,37,3,12,1
1,1943,2,2,2,2,2,2,2,2,2,2,1,2,2,2,56,3,91,2
1,1978,2,2,2,2,2,2,1,2,2,2,1,2,2,2,21,2,52,1
2,1973,2,2,2,2,2,2,2,2,2,2,1,2,2,2,26,2,13,1
2,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,3,31,2
2,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53,2,12,1
2,1959,2,2,2,2,1,2,2,2,2,1,1,2,2,2,40,3,33,1
2,1950,1,2,2,2,2,2,1,2,2,2,2,2,2,2,49,3,32,1
2,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,0,13,1
1,1954,2,2,1,2,2,2,2,1,1,2,2,2,2,2,45,1,71,1
1,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,4,100,1
1,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,4,100,2
2,1967,2,2,2,2,2,2,2,2,2,2,1,2,2,2,32,4,24,1
2,1969,2,2,2,2,2,2,2,2,2,2,1,2,2,2,30,1,52,1
2,1972,2,2,2,2,1,2,2,2,2,2,1,2,2,2,27,4,100,1
1,1970,2,2,2,1,2,1,2,2,2,2,1,2,2,2,29,4,24,2
1,1974,2,2,1,2,1,2,2,2,2,2,1,2,2,2,25,4,100,2
2,1931,2,2,2,2,2,2,2,2,2,2,2,2,2,2,68,1,24,1
1,1948,1,2,2,1,1,2,2,2,2,2,1,2,2,2,51,4,22,1
1,1971,2,2,2,2,2,2,2,2,2,2,1,2,2,2,28,1,72,1
2,1931,1,2,2,2,2,2,1,2,2,2,2,2,2,2,68,3,34,1
2,1979,2,2,2,2,2,2,2,2,2,2,1,2,2,2,20,0,82,3
2,1931,2,2,2,1,2,2,2,2,1,2,2,2,2,2,68,0,91,1
1,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,0,83,2
2,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40,4,34,1
1,1968,1,2,2,1,1,2,2,2,2,2,1,2,2,1,31,3,34,2
2,1950,2,2,2,2,2,2,2,2,2,2,1,2,2,2,49,1,13,1
2,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,1,51,1
2,1939,2,2,1,2,1,2,2,2,2,2,2,2,2,1,60,3,34,1
1,1976,2,2,1,2,1,2,2,2,2,2,2,2,2,2,23,0,100,1
2,1970,2,2,2,2,2,2,1,2,2,2,1,2,2,2,29,2,100,2
1,1964,1,2,2,1,2,2,2,2,2,2,1,2,2,2,35,3,21,1
1,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,1,83,1
2,1940,2,1,2,1,2,2,2,1,1,2,1,1,2,1,59,0,91,1
1,1971,1,2,2,2,2,2,1,2,2,2,1,1,2,2,28,0,72,1
2,1960,1,2,2,1,1,2,2,2,2,2,1,2,2,1,39,3,32,1
2,1929,1,2,2,2,2,2,2,1,2,1,1,2,2,2,70,0,41,1
2,1975,2,2,2,1,1,2,2,2,2,2,1,2,2,2,24,2,91,1
2,1924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,1,41,1
2,1950,1,1,2,1,2,2,2,1,1,2,1,2,2,1,49,1,13,1
1,1942,1,2,2,1,2,2,2,1,1,2,1,2,2,2,57,1,83,2
1,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,0,12,1
2,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,4,23,1
1,1947,2,2,2,2,2,2,2,1,2,2,2,2,2,2,52,1,13,1
1,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,4,21,1
1,1932,2,2,2,2,2,2,2,2,2,2,2,2,2,2,67,1,12,1
1,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,1,71,1
2,1966,1,2,2,2,2,2,2,2,2,2,2,2,2,2,33,2,51,1
2,1957,1,2,2,1,2,2,2,2,2,2,1,2,2,2,42,0,51,1
2,1981,1,2,2,1,2,2,2,2,2,2,1,2,2,2,18,0,100,2
2,1931,2,1,2,2,1,2,1,1,2,1,2,1,2,2,68,0,92,1
1,1979,1,2,2,1,2,2,1,1,2,1,1,2,2,2,20,0,82,1
1,1980,2,2,2,2,1,2,2,2,2,2,2,2,2,2,19,0,82,2
1,1934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,2,12,1
1,1979,2,2,2,2,2,2,1,2,2,2,1,2,2,2,20,2,61,2
2,1935,1,1,2,1,2,2,2,1,1,2,1,1,2,1,64,3,41,1
1,1944,2,2,2,2,2,2,2,1,2,2,2,2,2,2,55,1,82,1
1,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,3,13,1
2,1958,1,2,2,1,2,2,2,1,1,2,1,2,1,1,41,0,82,2
2,1952,2,2,2,2,2,2,2,2,1,2,1,2,2,2,47,3,32,1
2,1917,1,1,2,1,2,2,2,1,1,1,1,1,2,1,82,0,82,1
1,1966,2,2,2,1,2,2,2,1,2,2,1,2,2,2,33,3,31,1
2,1962,1,2,2,1,1,2,1,2,2,2,1,2,2,1,37,3,34,1
1,1949,1,1,1,1,1,2,1,1,1,1,1,1,1,1,50,0,83,1
1,1946,1,2,2,2,2,2,2,2,2,2,1,2,2,2,53,1,13,1
2,1941,2,2,2,2,1,2,2,2,2,2,1,2,2,2,58,3,23,1
1,1938,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,3,34,1
2,1952,1,2,2,2,2,2,2,2,2,2,1,2,2,2,47,2,51,1
2,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,3,12,1
2,1967,2,2,2,1,2,2,2,2,2,2,1,2,2,2,32,0,91,1
1,1953,2,2,2,1,1,2,1,2,2,2,1,2,2,2,46,3,13,1
1,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,3,33,2
1,1930,2,2,2,2,2,2,2,2,2,2,2,2,2,2,69,3,23,2
2,1947,2,2,2,1,2,2,2,2,2,2,1,2,2,1,52,0,91,2
2,1926,2,2,2,2,2,2,2,2,2,2,2,2,2,2,73,1,24,1
2,1965,2,2,2,2,1,2,2,2,2,2,1,2,2,2,34,3,100,1
1,1980,2,2,2,2,2,2,2,2,2,2,1,2,2,2,19,1,72,1
1,1936,2,2,2,2,2,2,2,2,2,2,1,2,2,1,63,0,72,1
1,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,1,81,1
1,1941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,58,2,51,1
1,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39,2,100,1
1,1957,1,2,1,2,1,2,2,2,2,2,2,2,2,1,42,1,71,1
2,1972,2,2,2,2,1,2,2,2,2,2,1,2,2,2,27,0,41,1
1,1972,2,2,2,2,2,2,2,1,2,2,2,2,1,1,27,0,82,1
2,1958,2,2,2,2,1,2,1,2,2,2,1,2,2,2,41,3,42,1
1,1969,2,2,2,2,2,2,2,1,2,2,1,2,2,2,30,1,71,3
2,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40,1,52,1
1,1974,2,2,2,1,1,2,2,2,2,2,1,2,2,2,25,3,33,1
1,1961,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,1,83,1
1,1954,1,1,1,1,1,2,2,1,1,1,1,1,1,1,45,0,13,1
2,1969,2,2,2,2,1,2,2,2,2,2,1,2,2,2,30,0,13,1
1,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57,3,13,1
2,1972,2,2,1,2,1,2,2,2,2,2,2,2,2,2,27,3,33,1
2,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53,3,24,1
2,1957,1,2,2,2,1,2,2,2,2,2,1,2,2,1,42,2,41,1
2,1976,1,2,2,1,1,2,2,2,2,2,1,2,2,2,23,0,71,2
2,1944,2,2,2,1,1,2,2,2,2,2,1,2,2,2,55,2,32,1
2,1964,2,2,1,1,1,2,2,2,2,2,1,2,2,2,35,0,91,1
1,1959,1,2,2,1,2,2,2,2,2,2,1,2,2,2,40,1,13,1
1,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,3,23,1
1,1953,2,2,2,1,2,2,2,2,2,2,2,2,2,2,46,1,13,1
1,1955,2,2,2,1,2,2,2,1,2,2,1,2,2,1,44,1,12,1
2,1966,1,2,2,1,2,2,1,2,2,2,1,2,2,2,33,1,51,1
2,1972,2,2,2,1,2,2,2,2,2,2,1,2,2,2,27,3,34,1
2,1950,2,2,2,1,2,1,2,1,1,2,1,2,2,1,49,1,34,1
2,1965,2,2,2,1,2,2,1,2,2,2,1,2,2,2,34,3,33,2
1,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,1,82,2
2,1973,2,2,2,1,1,2,2,2,2,2,1,2,2,2,26,3,100,1
1,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,1,82,1
1,1967,2,2,1,1,1,2,1,1,2,2,1,2,2,2,32,1,34,1
1,1966,2,2,2,1,2,2,2,2,2,2,1,2,2,1,33,4,34,1
1,1969,1,1,1,1,2,1,2,1,1,2,1,2,2,2,30,2,34,2
1,1931,1,1,2,1,2,1,2,1,1,2,1,2,2,1,68,3,41,1
2,1980,1,2,2,2,2,2,2,2,2,2,2,2,2,2,19,1,34,1
1,1981,1,2,2,2,2,2,2,2,2,2,1,2,2,2,18,0,100,2
1,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,0,51,1
1,1946,2,2,2,2,2,2,1,2,2,2,1,2,2,2,53,0,13,2
1,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,0,82,3
1,1946,1,2,2,2,2,2,2,2,2,2,1,2,2,2,53,1,93,2
2,1967,2,2,2,1,2,2,2,2,2,2,1,2,2,2,32,1,34,2
1,1918,1,2,2,1,2,2,2,2,2,2,1,2,2,2,81,0,13,1
1,1975,1,2,2,2,2,2,2,1,2,2,2,2,2,2,24,1,82,1
2,1974,2,2,2,2,2,2,2,2,2,2,1,2,2,2,25,3,100,2
2,1957,1,2,2,1,2,2,2,2,2,2,1,2,2,2,42,3,51,1
1,1930,1,2,2,2,2,2,2,1,2,2,1,2,2,1,69,1,74,1
2,1968,1,2,1,1,2,2,2,1,1,2,1,2,2,2,31,1,82,1
1,1953,2,2,2,1,2,2,2,2,2,2,2,2,2,2,46,1,1,1
1,1976,2,2,1,2,1,2,2,2,2,2,1,2,2,2,23,0,91,1
1,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49,0,93,1
1,1956,1,2,2,1,2,2,2,2,2,2,1,2,2,2,43,1,12,1
1,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,1,71,2
1,1926,2,2,2,1,2,2,2,2,2,1,1,2,2,2,73,1,93,2
1,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,1,12,1
2,1960,2,2,2,2,2,2,2,2,2,2,1,2,2,2,39,2,33,1
1,1929,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,0,13,1
1,1944,1,1,1,1,2,2,2,1,1,2,1,1,1,1,55,1,72,1
1,1959,2,2,2,2,2,2,1,1,2,2,1,2,2,1,40,3,82,1
2,1929,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,2,51,1
1,1944,2,2,2,2,2,2,2,2,2,2,1,1,2,2,55,1,71,1
2,1962,1,2,2,1,2,2,2,2,2,2,1,2,2,2,37,3,100,1
2,1956,1,2,2,2,2,2,2,2,2,2,1,2,2,2,43,3,34,1
2,1925,2,2,2,1,2,2,2,1,2,2,1,1,1,1,74,0,92,1
2,1932,1,2,2,1,2,2,2,2,2,2,1,2,2,2,67,2,51,1
2,1976,2,2,2,1,2,2,2,2,2,2,1,2,2,2,23,3,51,1
2,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,0,51,1
1,1936,1,2,2,2,1,2,2,2,2,2,2,2,2,1,63,3,24,1
2,1968,1,2,2,1,2,2,2,2,1,2,1,2,2,1,31,1,100,1
1,1943,2,2,2,2,1,2,1,2,2,2,1,2,2,2,56,3,33,1
2,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,1,91,1
1,1936,2,2,2,2,2,2,2,1,1,2,1,2,2,1,63,1,73,2
2,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29,3,32,2
1,1933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,66,0,83,2
2,1975,2,2,2,1,2,2,2,2,2,2,1,2,2,2,24,3,51,2
1,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,1,13,1
1,1940,1,2,2,1,1,2,2,2,2,2,1,2,2,2,59,3,41,1
2,1925,1,1,1,1,2,2,2,1,1,2,1,2,2,2,74,2,51,3
2,1921,1,1,2,1,2,2,1,1,1,2,1,2,2,1,78,0,51,1
1,1914,1,2,2,1,2,2,1,2,2,1,1,2,2,2,85,1,52,1
2,1949,2,2,2,2,2,2,1,2,2,2,1,2,2,2,50,3,32,1
1,1924,1,2,2,2,2,2,2,2,2,2,2,2,2,1,75,0,34,3
1,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56,0,83,2
2,1952,1,1,2,1,2,2,2,1,1,2,1,2,2,1,47,0,91,2
2,1949,2,1,1,2,2,2,2,1,2,2,1,2,2,1,50,0,91,1
1,1957,2,1,2,2,2,2,2,1,2,2,1,2,2,2,42,0,72,2
1,1922,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,1,34,2
1,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,0,100,3
1,1945,1,2,2,1,1,2,2,2,2,2,1,2,2,2,54,3,21,1
2,1942,1,2,2,2,2,2,2,2,2,2,1,2,2,2,57,0,82,1
1,1966,2,2,2,1,1,2,2,2,2,2,1,2,2,2,33,3,100,3
2,1911,1,2,2,1,1,2,2,2,2,1,1,2,2,2,88,0,92,1
2,1970,1,2,2,1,1,1,2,2,2,2,1,2,2,2,29,1,93,1
1,1966,1,1,1,2,1,2,1,1,2,1,1,2,2,2,33,3,34,2
1,1953,1,2,1,1,2,2,1,2,2,2,1,2,2,2,46,2,34,1
1,1959,2,2,2,1,2,2,2,2,2,2,1,2,2,2,40,3,41,2
2,1958,2,2,2,1,2,2,2,2,2,2,1,2,2,2,41,1,41,1
2,1933,1,1,1,1,1,2,1,1,1,2,1,2,2,2,66,0,51,1
2,1970,2,2,2,2,1,2,2,2,2,2,2,2,2,2,29,3,100,1
2,1975,2,2,2,2,1,2,2,2,2,2,2,2,2,2,24,1,41,2
1,1959,2,2,2,2,1,2,2,2,2,2,2,2,2,2,40,1,32,2
2,1922,2,2,2,1,2,2,2,2,2,2,1,2,2,2,77,4,22,1
2,1920,1,1,1,1,1,1,1,1,1,1,1,1,2,1,79,2,51,1
2,1980,2,2,2,1,2,2,1,2,2,2,1,2,2,2,19,1,51,2
2,1937,1,2,2,2,2,2,2,2,2,2,1,2,2,1,62,3,12,3
2,1959,1,2,2,2,1,2,1,2,2,2,1,2,2,2,40,2,91,1
2,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,47,3,23,1
1,1952,1,2,2,2,2,2,2,2,2,2,1,2,2,2,47,0,82,1
1,1945,2,2,1,2,1,2,1,2,2,2,1,2,2,2,54,3,23,2
1,1952,1,2,2,1,2,2,1,2,2,2,2,2,2,2,47,3,91,2
1,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,3,34,1
2,1946,2,2,2,1,2,2,1,2,2,2,1,2,2,2,53,3,41,1
